驰野择川,感觉有点高开低走，女主人设后边有点崩
淤泥一缸,看了十几集，还是怀念第一集里原来那个鲜衣怒马的三公主陈芊芊
嘻嘻jka,我当天晚上刷到3点一下子，期待更新啊[跪了]
繁华残景,这个剧的梗晋江都玩了好久了 能不能别老是提破灭了 乌鸡鲅鱼 真就万物起源了呗
池夙云的亲妈,那几个缺点分析得挺好的。我就是因为这些问题弃剧的[笑哭]
jasidajs,这妹子好像普美啊
風依旧,太甜啦
KarlGe,你说你是不是偷偷换了封面？
焰齿之心,剧情逻辑还是不太行，但是足够沙雕，其实剧情不要多好，只要不出戏就行了，这点要改改，不过赵妹演沙雕剧确实够沙雕的[喜极而泣]
Immune伊,虽然但是，这就是恰饭吧
isRayray,不是女尊，是讽刺男女不平等的剧
南北为以,太好看啦
毛有昵称,我还是觉得片片你解说悬疑烧脑片比较好，这种实时甜宠剧什么的真的不适合你，我也老粉了，从美拍一路关注过来的，专栏也从第一期开始定了，悬疑烧脑片解说依旧精彩，但对于甜宠剧偶像剧难免带有偏见，加油吧
艾叶之米,你们就不能让我再忍忍，我想等到结局在看[大哭]
溢泛泽泽,我觉得还是邪恶大小姐好看
士多啤梨盐井桃,我感觉好像不错 试试有时间去看看
遁世者,唉……不是我太苛刻，而是我不知道多少年没有从国产剧看到一个有男子汉气概的男主带着有男人味的容颜装扮，所以这类剧，我实在很难磕下去，别骂我，吐槽飘过。
应该是芝麻馅,我为了这部剧把会员续上了[tv_doge]好嗑就完事，我不要脑子了
不想做呆呆啊,up没看全吧
边玩边走,8说了，先抖哭
可爱的阿迈,内容没看刚看标题和封面我有点气抖冷，我们男人什么时候才可以真正的站起来！[酸了]
人间观察的第十五年,看起来挺好玩的，以后补补
陷入昏妮,一口气看了十二集
染墨清池,这部剧就是女性爽文
浅浅夏末丶,我看了，挺好看的，一直笑呼呼的，只有女主为男主挡刀子那里忽然哭了，看这个剧挺开心的。希望不要烂尾。
栏台温酒,万物起源某番剧，见识少就不要ky丢人了
元溜溜6,啊啊啊啊啊啊这个真的超级好看！希望后面千万不要虐啊555555555555[大哭]
曹衣带吴,有的女权极端有的反女权更极端，吵内些话去其他地方吵行不行，这个片子感觉其实在说男女平权吧，别再权来权去的了，起码别在弹幕上这样，真的讨厌
随波逐流的老强,哈哈哈哈哈哈哈哈哈哈哈哈
闪亮的星空间,笙笙唱的主题曲 好好听
Dddd小西,前期看的很上头，笑点也很多，一度安利给身边朋友看。但是后面这几集，我感觉自己脸都被打肿了，女主突然就绿茶了起来：虽然我和男主亲亲抱抱举高高，但是我还是希望男主和姐姐在一起呀[微笑]
珣星蓝月夜,看了开头一点，还怪喜欢原版的三公主的
易碎的光,根本没有仔细看瞎搞呢？
稀里哗啦彭,🙊
卑微昂昂,男人只是充电器[捂眼]
迷上海贼王,爽文
虾仁饭团蛋黄酱,就沙雕小甜剧唉，我是自来水。就图它下饭，搞笑，满足少女心。
慎儿啊,片片明显就是大概看了下 然后去知乎找吐槽了 一点也不仔细
帅气的大脸,相关推荐都是讲片UP讲这片  这是花了多少广告费了
一只龙宝宝,哈哈哈真的被刷屏了
嘿！前面那片森林！,片片看的真的不仔细啊
JIA肉丸子,得亏这个俊女主角选的好啊，要是换成别人可能没那个味道
櫻桃大大丸子,这剧当个下饭剧完全OK啊，剧情搞笑，人设搞笑，咋一个个那么较真呢？？？？
star是橘子味哒,真的被男主的演技惊艳到！！！男主还要凹古代人人设的演出沙雕剧情hhh居然让我觉得不违和，这个比女主更难演出来，然后后面的对手戏可以看出男主在带女主(个人感觉啦)现在上头了在看韫色啦[打call][打call]
沉韵如龙,[喜极而泣]片片吐槽的标准是什么？
图卡TUKA,能不能别说-抄袭某个日漫啊，这部剧又不是这个日漫出来才开拍的[疑惑]而且这种套路文在女频文都烂透了，都看腻了[翻白眼]
鹿屿五五,看了18的预告，开虐了55555
等亦等,主要是看得快乐，快笑死了
狗哥小粉丝1,片片能解说几集飞哥与小佛吗
GOODBAIWDX,up主讲的真的不细致
商小葵和落,"那个头牌是大姐夫，男二和男主喜欢女主，新出来的那个心机小白莲，哦，不心机绿茶婊，目前喜欢的好像是二郡主。
女主让男二喜欢，不是因为她傻白甜，而是无论有矿坑里面埋的是男人还是女人，只要是个人，就比陈芊芊的尊严重要，陈芊芊，有大爱之心，觉的男人也是人，所以男二会喜欢她。
男主则是全靠脑补，嗯，自我猜测自我攻略，原本他是能成为李狗子一样的东宫型人才，现在这样挺好的⊙▽⊙"
孙漂漂吖,up没看剧吧_(:з」∠)_，吐槽的点都不对
武汉会雨过天晴的,有趣
隐锋_,熬夜写遗书我是没想到的
搞点煎饺778,建议完全不带一点脑子看，不然会被迷惑死[OK]
一颗柠檬兔味糖,看了这剧我只心疼女二，啥时候黑化来个反杀啊，女主眼里没有亲情没有爱情，你们只是纸片人啊
将戈,转生成为了只有乙女游戏破灭Flag的邪恶大小姐？
刺卿卿,呵🙃说这剧好就是水军？你长脑子了吗？
朔间零QAQ,第一集挺不错的，看完第二集觉得一般，没看完第三集直接关了。
成果的成果,既然解说就负责一点吧。
望仔甜牛奶,“别说三公主了，连裴恒都是你的”
人外有人外有人,up已经在置顶评论解释了咋还在说...就是一沙雕甜剧不用太钻牛角尖哈～看开心就完事儿～不喜欢不看就是[OK]没必要骂没必要骂没必要吵架[呲牙]
贺冉柏风,怎么设定那么想 那♂个漫画
抠脚脚酱,我看到第十二集了，说up主讲错的到我这儿来，我们碰一碰，我要打十个！
jelliean,这期讲的太乱了！大家去看原片，绝对好看的
jelliean,说的好多不对啊。裴恒是因为他妈是很牛逼的官，他是他妈的独子所以继承了一切荣耀。然后说女主不是编剧嘛怎么不知道后面剧情的，因为女主在第三集就该被毒死了，结果一直没死，那后面的剧情就脱离原剧本了啊，所以她只能随机应变了啊。还有为啥大家都喜欢她，因为那些人都是她写出来的啊，人设就是这样啊，她是他们亲妈当然了解他们了。女主对诗那段她是故意这么说的，因为要稳住陈芊芊文盲的人设。
系满七元,这剧吧，感觉既嘲讽调侃了男权，也反讽了女权。开始之所以现代的那个男演员对剧本不满意，就是因为女主编剧强行让男权女权俩种极端思想碰撞在一起让他觉得莫名其妙无法理解。从女主穿书以后的发展来看，之后应该会在男权女权中寻找到一个平衡点吧。这不也是求同存异，共同发展嘛。反正这句作为沙雕搞笑剧来看，演技人设台词都挺吸引我的[鸡腿]
抠脚脚酱,笑了，腾讯花了多少钱请水军控评？视频前半段都在带节奏，后半段一看有负评就疯狂刷up主没看剧，我就一句话，我看到了第十集，片片没有说错的地方，麻烦水军们爬出去。
瓊桑起不来床啊喂,片片你仔细看看 你后面吐槽的好几个点剧里面都是有解释的
眼睛里的郁金香yo,刚刚花了一晚上追剧！真的上头
主播头发掉光了,这男主好像ZZM[偷笑]
行客不归,这种晋江起点玩烂的套路某日漫是要碰瓷万物起源？
蠢肥猫xc,昨天更新了两集 我准备等更个五六集再看 不然不够我哈哈哈哈哈哈哈哈一天的
行客不归,评论里某些南拳婊在阴阳怪气啥呢
是小曼la,推荐漫画女帝的后宫也超级好看！
没干劲的小颖,看这种沙雕网剧就不要带脑子看，爽就完了
jj抱枕,"我知道她是怎么穿过去的：
她写的剧本是另一个平行宇宙中的自己，由于剧本和现实符合，产生了量子纠缠，形成了神经元通道，导致她穿了过去[doge]"
Twentiner,陈楚楚二公主是小时光里的学姐吗？
Chloe_noir,橙光乙女系游戏点题了
silvia--yang,有一说一，这个解释我不太喜欢，你这样说让人一点想看的欲望都没有，沙雕网剧，本来就没指望制作精良，剧情严谨，好笑，好玩，还能看出那么点讽刺和深层含义来，就够了
误食毒蘑菇的哒宰桑,我跳着看的都看的比你清楚[捂脸]
怪我太如花,这期真的很敷衍，粉丝别洗了可以吗
遇见你是还是错,看一下漫画，本剑仙绝不吃软饭，和这剧一样，是女权世界。可以看一下很好看
暖雪嘤嘤怪,一直很喜欢片片，但对这个剧确实没有好好看哦，这样的吐槽会误导别人哦，这部剧肯定有槽点，但原剧对男二母亲身份尊贵和他本身才学很高，才让他成为头一个男司学，这个看过剧很明显，希望片片可以看完剧，再来好好解说一下，到时候转评赞👍双手奉上(⑉°з°)-♡
事出有鄞,这就一下饭剧，看个开心😊做为沙雕甜宠剧来说还不错[抠鼻]
31343608607_bili,除了剧情有点俗其他都还好
洄游loria,艹，我快破灭flagPTSD了[无语]
沐森森,片片要不要考虑去看看这季度的新番 转生成只有破灭flag的大小姐，真的越看越上头，又超级搞笑
抽抽大队,片片以后还是别说这种剧了，会被女拳喷死的
白咲花是我老婆Orz,和那个穿到乙女游戏的番一起看双倍的乐趣
就是看看不吐槽,能看这个剧的我愿称他为猛男！
我的灵魂是眼镜,男主自我攻略，女主自我绿化[笑哭]
星语月声,[doge]这段故事让我有点兴趣看了
秃顶-阿哥,up是看虫哥做的二次解说吧…除了昨晚新更的几个画面，其他剧情对不上原剧，而且解说的梗来自其他up主吧
来自地狱深处的阿杰,这剧只有前面五集好看😢不带脑子看可以，后面是真的看得我浑身难受，当个消遣还行bar…顺便一说，我才不要和你做朋友呢，这部剧我最近在看，挺不错的🤔我真觉得比陈芊芊好看，后排发一个安利
原味龍龖龘,请务必把我当生育机器使用，我不想努力了[妙啊]
襢黎斗,其实也没有那么好，这套路放小说里一抓一大把，不过拍成电视剧我还是头一次见，不知道有没有比这个更早的[傲娇]
vistaandfate,开头那个夫人骂丈夫不争气那里爽到我了[doge]
Rosalio,从大学时候熊猫直播上看到片片，到现在工作三年了，没事就看看，个人觉得视频质量还是可以的，还请继续加油！[热词系列_三连]
小王冠23333,其实我觉得这剧讲得是平权，而不是男尊女卑或女尊男卑。男主确实帮过很多次女主，女主也救过很多次男主。难道非得女主或女二后宫佳丽三权女尊男卑大家才过瘾吗？男尊女卑，女尊男卑，本质都是糟粕。是性别不平等的表现。女主试图说服裴恒的那句，不要因为自己的性别，放弃自己想做的事，我觉得算是难能可贵，对男对女都一样。当然，此剧有些bug也是真。
爱情麋鹿,转生成为只有乙女破灭flag....剧情差不多？
小朔哥,甜宠剧不能带脑子看[doge]
起始之隼,这个女主我可以！！
秃然一个秦呈,这个还真的挺好看的，主要是好笑，天天能给我笑精神了
把拢龙带回去睡觉觉,片片你没有仔细看[微笑][笑][笑]
金薇薇与小莉柚,看这剧别带脑子就行，超解压的我笑得这两天觉都变好睡了[2233娘_大笑]
爱已觉醒,他一不图兵力，二不图钱财，那她图什么呀
づ少君倾酒,它来了它来了，这个剧真的好好看，非常上头哈哈哈哈
我爱你雷母,[热词系列_知识增加][热词系列_知识增加][热词系列_知识增加][热词系列_知识增加][热词系列_知识增加][热词系列_知识增加][热词系列_知识增加][热词系列_知识增加][热词系列_知识增加]
宋宋酱吖,这期也做的太敷衍了吧
七小猫,这部剧真的甜到掉牙
jjzbgsctzlbl,哈哈哈哈哈哈这部真的太好看了呢！！
破烂喉,整八百个视频了
薄荷白桃乌龙,说打拳的你们真的看过吗？这剧是在女尊男卑的背景下，但是各种人物故事都在讲平权主义。看到什么都觉得是打拳人我真替你们悲哀哦
bili_75873859262,这种风格的我一般追小说。毕竟尺度很大。[doge]
海天无量,能够审美，只是不能审“畸形”，而且是为了“畸形”而“畸形”，越是“畸形“本质就越是丑，就算用帅哥美女蒙上一层面具，我反而越是能感觉到面具下的急剧恶心，就光是听解说我就觉得不舒服了。[吐]
风尘诸弟隔,感觉不咋地
随便怎么啦,十年前的网文套路，编剧都不看网文的吗？
蓝深灯,。。。这不就是把过去历史剧男尊女卑那一套性转了吗？这要是打女拳，那我们过去的宫斗剧都是在打男拳？我觉得这个顶多提醒我们历史不能开倒车，以及换位思考。而且就像up说的，这部剧也就是披了个女尊的皮，实际就是部沙雕剧，在这打拳，太无聊了吧
北方罗卜控,和以为是陈倩倩呢
欧米小萌萌,我感觉赵露思台词功底不大行念白不清楚
bili_72732556619,up估计赚了不少黑钱吧，一个两百万粉丝的人还在为这种打拳视频洗?
又帅又能打的乌布雷,气冷抖 我们男人何时才能站起来
十分无趣的人,这个视频看完，再看评论真是乱了套了。不喜欢看女尊题材的人觉得这个视频是在贬都高潮了。不好意思，我就是喜欢看，你能说你的观点我也能说
用个名字真费劲,赵露思賊可爱，剧情紧凑又沙雕哈哈哈！
除了学习我都不爱,女权狂喜
斯卡利斯Scarlizy,这都女尊了，我还以为男生子呢[热词系列_锤]
蓝云朵了,[捂脸]我在某短视频里面看完了全部精彩部分，看原视频的时候索然无味
黄色的钻石,up最好别吐槽这种yy剧，相当于打破了某些人的幻想，会有人喷你看剧不认真的
罗浮生的正宫夫人,真的好看[大哭]
想吃糖的采菊,这个女主演员挺眼熟[笑哭][笑哭][笑哭]我记得另一部沙雕剧女主也是她[笑哭][笑哭]
阿库西斯教射惠部部长,男人骚起来果然没女人什么事了[doge]
天鹅的梦love,刷抄袭乙女的，知道不知道这部剧编剧以前就写过类似题材的《来到你的世界》啊，以及这是小说里常见套路，不是什么新鲜玩意儿，说是抄袭的连脑子都不要了[微笑]up硬吐槽的几点都没吐槽在点子上，这就是看剧没看仔细或者没看全的坏处了[微笑]
牛贩子123,气冷抖，何时站
带上口罩的小仙女,是我脸盲吗，男二长的好像徐大虾[笑哭][笑哭][笑哭]
看到我就让我去学习_,刷转生那部番的，我要是说它不就是多年前晋江火过的网文套路吗[笑哭]，你看我这么说你高兴吗？[无语][无语]
东方曜西施,原来喝八宝粥防脱发
不能承受の生命之轻,哦豁
滚开你离我远点,你解说了好多地方是不对的[笑]
都让开我自己挖,感觉全世界都在安利这部剧但是我从小到大女尊都是雷点啊QAQ我看玛丽苏女强文的时候就是雷这个(ノ=Д=)ノ┻━┻
SixGodhamsausage,反派有权有势有啥不对吗，这就是反派光环+主角头脑
格子酱不是草莓酱,这个真的很好看！多年不看电视剧的我追的上头[微笑]虽然说在小说里这种题材很古早，但网剧里还是很少见的，but，虽然有几集比较尬，可是够沙雕够甜[鼓掌]
黑糖Coffee,不会真有男的看这个吧[吃瓜]
LexBureer,说实话你就当爽番看就得了，没法仔细琢磨，一琢磨就有点尬了，还是看个乐呵就完事了[OK]
物极必反1024,？？？三观有问题[捂脸][捂脸][捂脸]
K小程,剧挺好玩的，上头[喜极而泣]但是不得不心疼一波楚楚，原女主一点光环也没有，处处背锅，她黑化也正常
神贺旭,我傻了，我特地看了半天没看出来哪里好看，我有点更喜欢前女主现女二人设，我甚至对女主穿越之前这个原本死去的女二性格更好奇……虽然吧但是吧，还看的过去但是吹成这样有点离谱吧……还容不得说不好了吗……
性感的大辣皮,小片片有没有解说过《老男孩》啊，想看
氢氧化四氨合锌,有的弹幕过分了吧？解说风格是up主自己的，有bug就让人别bb滚是怎么回事啊？做人别太肖战粉。
请叫老娜小纯洁_,看过这样的小说就不奇怪了，穿书都是反着来的
窗边等秋雨,就是个无脑剧，评论还吹起来了？
gianna嘉南,哈哈哈片片你不是悬疑剧博主嘛
蓝盒子本T,没看剧，看片片的解说来看，这个青楼的男子娘娘的真的不是在贬低吗，真要是女权主义的话在青楼的男子应该爷们一点叭
梅路艾姆x小麦,"片片这是我看你这么多视频最不满意的一集。
这个剧一开始现实男演员就在强调平等的重要性，剧情里面女尊男卑的剧情也不是完全为了yy为了爽，其实这些换性别都是中国历史上长久起来发生的事情，最多是反讽，让大家感受一下不平等制度的不合理。

大家看就图个乐呵。
你看都没看清楚就来解说，你要是不喜欢你跳过就好了，何苦带有偏见的解说？你最后提的那几个问题剧里面都有解释的，真的没认真看。
我三连过你无数次，但是这次我点踩就走。

另外我不是这部剧的粉丝，我看了大概七集多最近在玩别的东西，看了你的解说就觉得粗制滥造离谱。"
贰次元里の一只懒狗,好 远 的 尿
58817959204_bili,反正女孩子看着就是爽呗，像我们看后宫番一样
萝卜妮萝卜摊,男主好帅
小西在二次元,总感觉女主长得有点像韩国女明星的感觉
Finoc云倾,点燃狼烟，挥兵城下，别说一个三公主，就连裴恒，都是您的[doge]
在下老胡你想咋滴,看着尬的不行，不推荐[呆]
没有对象哪里找,看完了解说，我能肯定up绝对只是来蹭这部剧热度的，也肯定没仔细看这部剧，这部剧的确有些许bug，但是up主说的这几点刚好都有解释，说明up自己看的不认真，大概率两倍速加跳着看，就为了尽早趁着热度把解说稿子赶出来，之前up解说的很多视频我都三连了，但这个视频，真的抱歉，我做不到不点踩就离开[撇嘴]
壮壮啊壮,"男主好像是16岁诊断出来的心疾（不是很记得了，反正说过是后来诊断出来的），剧里一开始也有说他是玄虎城的少君（还是唯一的？）应该是按继承人培养的文武双全，很厉害的那种。只是后来得了心疾就“病弱”了。
男二是因为他母亲很厉害所以他才会破例当老师的，这个剧里也有讲。
城主旁边的桑奇应该是属于女主旁边的梓悦、男主旁边的白芨那种，类似慈禧旁边的李莲英。
守宫砂男主跟女主成婚的晚上也有嬷嬷让男主点，也许花垣城男女都点。只是一个推进剧情的工具而已。
这部剧虽然也有一些bug，但像up主讲的不合理的点基本上剧里也有交代，编剧稍稍合理化过的，没有那么夸张的。"
你说的都对lllll,真的好看，头一天10集连看，今天刚看完更新的，可惜我觉得太少了，才24集，根本不够看好吗
zhangnaishi,赶紧给我追
qijin43,这次有点小失望，希望片片的视频重在质而不是量
那我就再也不用装什-,如何评价B站成为微博
放假无聊中,不知道从什么时候开始，up变的连剧都没看，张嘴就瞎β吐槽。
酒杯阳光,up主这期视频质量有些那啥啊 剧里的bug什么的自己去看看就知道了
潜鱼千羽yq,感觉阿婆主没有认真看这部剧
言京,剧没好好看，解说不严谨，看过其他up解说再看片片的就觉得没新意，截的片段也大差不差，作为有影响力的大up，解说影视必然会带有个人观点，最好还是再严谨些、客观一点，后面有一段解说给人的感觉就像别人写好了文案，照本读的，希望还是好好做视频，不要求量不顾质
我要发酵w,本来也不是什么正剧 笑一笑看就完事了 也别那么大戾气 我对这部剧本身也没有非看不可 主要还是因为我们小丁[害羞][害羞]
白衣烬欢,蹭热度赶出来的视频吧……
Blue璟,主要这部片太tm搞笑了... 笑出猪叫了...香蕉苹果橙子...
演源源,[doge]韩烁在手，天下我有
哎呀呀balab,噗哈哈哈哈哈哈哈哈哈真牛皮兴奋了
清_玖,剧挺好看的，up的几个疑问一看就没有认真看剧哦！城主以及每个郡主身边都有一个男的，类似贴身侍男这样子，不是啥大官，裴司学是唯一一个男司学，受她亡母的荫护，女子点守宫砂确实逻辑上不通，但是能更快让男主知道，女主为了救他抛弃了名节，更快让他感动让他攻略自己，女主也只有男主男二喜欢，倒也不算所有男人都爱她，乐人苏沐是大姐的感情线，陈芊芊对他颇为照顾，所以他只是感谢陈芊芊，并不喜欢她。
山抹微云伴新月,脑洞大开，有趣
朴旻在我身下,真的很无语，说的一点都不中肯。就像蹭热度紧赶的稿子，硬黑。以前觉得你分析悬疑这些都说的很好，这次没必要在一堆好评中为显示自己的“理智”尬黑吧。虽然人们对网剧沙雕剧有偏见，而up主说的bug，编剧都解释的比较清楚了。感觉没有好好看剧就瞎点评。
猫爷恰萝北,看18集预告要虐了[酸了][酸了][酸了]
浮生若梦百年烬,我觉得这个当个沙雕剧不带智商看还好，你对它有什么过高的指望就算了，编剧把女配塑造成那样，我感觉是想强行丰富人物但是弄巧成拙显得女主在很多地方很婊[笑哭]，说是讽刺男女不平等其实还是换了个背景谈恋爱，女主大部分遇到事故全是靠妈靠男友靠老天爷，而且小部分事故还是自己作出来的[笑哭][疑惑]
东北大rose,夺笋呐 根本不够看
你可爱的die丶,头一回看电视剧希望超前点播赶紧出来[笑哭]
坨坨的小尾巴,别说三公主是你的，连裴恒都是你的[tv_doge]
幽谷哼歌,ko   no  dio  da！
路人路过中,图我[傲娇][OK]
眿宸,这部剧让我理解了为什么男人会喜欢白莲和绿茶，突然男人的快乐我体验到了。
小蜡笔1214,如果要讲就认真看，并不觉得陪老婆看是不认真的理由。做视频辛苦，但是请保证质量。
1236754321,像这种剧名字一出来我就知道我兴趣不大 但是没想到时居然评价还挺好 所以 各位正常的男同胞们 这剧好看不 女的就别回复了 因为你们眼里啥剧都好看
梅梅不懒,片片这次解说后面完全是为了吐槽而吐槽 太拉低好感度了[无语] 后面讲的缺点基本上全是错的 片子没看全就这么不严谨地放出来误导没看过剧的 果然就是个营销up主罢辽
VValan,沙雕剧专用女主？
九心海棠sama,我知道片片可能不太热衷于这种类型的片子，但是既然决定要做视频了，那么起码认真一点吧
不知道该取啥名儿了,好喜欢女主身边的小可爱
天空之城的彩阳,邪恶大小姐拔旗战？？？
ZLinAlso,太喜欢了 最喜欢这个男主专心搞爱情的人设了
是小白啊_,这种编剧穿自己书的情节在很早之前的网文小说很流行的，尤其是本来穿过去前是恶毒女配，然后过去之后成玛丽苏女主。。。因为大家最近在疯狂追才出圈；我看了一两集，算是不带脑子的甜宠剧，还是爽文，但因为看多了，我还是喜欢那种女主拥有开挂般的双商，而且并不因为主角光环活下来的穿书大女主文。
狐尾の眷恋,真的，片片这次真的不够认真，放了很多片段不说，bug找的也很随便，很多其实都是剧里有解释的，希望片片即便不是悬疑剧，安利的时候也能用心些吧。
求片片解说死神来了,打卡
一只lwt,反套路文和套路的杂糅，图一乐咋这么多人搁这说🤔
山猫酱,这期油管有版权问题，看不了
是点点不是短短,感觉完全没细看过就做的视频啊，这剧就一甜宠喜剧，确实是有缺点的，但完全不是强行吐槽的这些啊。片尾说的这些基本剧里基本都有解释，细看了完全不会不知道啊[疑惑]片片不爱做这种可以不做，也没必要强行吐槽吧。
狗飞不吃狗,说实话 片片可能也想写这种剧
小酒馆数学号,蝙蝠成了精[喜极而泣]
63824992442_bili,男主不帅
暗夜小王纸,[微笑]
未埗君,这剧看到龙骨那里就觉得侮辱智商看不下去了
防风不防雨,我就单看了十集剧都觉得你这里面很多问题问的不像看过的
金鱼狸花,up主还是说悬疑片吧，列出这剧的所有bug剧情里都有讲到，up主估计不喜欢这类型的片子所以没看仔细了
谁还不是个马猴烧酒,哈哈哈哈哈这部剧真的挺好看的～不需要脑子，看的就是开心哈哈哈哈哈，女主我吹爆，好可爱啊
森之莳,虽然男女主的颜我不太吃，但剧情真的很有意思
hdvdydjzi,啊哈哈哈哈哈哈哈解说了解说了[喜欢]这剧现在就是我的快乐源泉!!!!!!
菇菇牌糖饼,我最近也在追蛮好看的
别惊动我体内学霸之魂,这个演陈芊芊的女的，原来不是综艺《一年级》里的那个表演系新生吗？看来都开始演正剧了
木末生花,要保护好自己啊片片，现在风评真的太乱了
朴清纯_,这？？？bilibili漫画里搜《女帝的后宫》
君王与风,刚看完11和12集，要气断气了，虽然吧…逻辑上也说的通，但是怎么可以这样虐我们男主，后期不虐虐女主，我意难平啊。（我楚楚太可怜了呜呜呜）
蛋蛋佩奇,动态呢
秃头少女不秃头,汝甚骚！
声优丶都是怪物,动态怎么删了
秃头少女不秃头,最近好多up主安利了！挺好看的，大家没事可以看看消磨时间
makenziening,365 那个韩剧 片片 求解说[鸡腿][鸡腿]
Killgrave,动态怎么删了
钟楼古美萌,刚看完动态就删了
疾风小陌,翔哥动态怎么这么快就删了？
居劳斯的一颗小澜孩,看到最后没想到骗狗进来杀[热词系列_泪目]
鹿其鹿粦QL,片片删了还是好的，别被当枪了[鸡腿]
jukebox132,刚刚是不是删了条动态[囧][囧]
背书好难啊aaaa,俺好爱！！
我在别人的风景,天哪！！！！片片竟然说这个！太好了
